title,value,id,object
"Italianate Town Houses, Savannah, Georgia",1935,Negative,277910
"Italianate Town Houses on Street, From Automobile, Savannah, Georgia",1935,Negative,277911
"Chamber of Commerce Building, Savannah, Georgia",1935,Negative,277912
"Cast-Iron Balconies and Elevated Entry Porch of Italianate Town House, From Automobile, Savannah, Georgia",1935,Negative,277913
"Italianate Town Houses, From Moving Automobile, Savannah, Georgia",1935,Negative,277914
"Italianate Town Houses, From Automobile, Savannah, Georgia",1935,Negative,277915
"Italianate Town House and Parked Cars on Corner, From Automobile, Savannah, Georgia",1935,Negative,277916
"Italianate Town House Behind Brick Building with Coca-Cola Signs, From Automobile, Savannah, Georgia",1935,Negative,277917
"View Down Street, Savannah, Georgia",1935,Negative,277918
"Row of Italianate Houses of Street, Savannah, Georgia",1935,Negative,277919
"Row of Italianate Houses of Street with Men on Corner, From Automobile, Savannah, Georgia",1935,Negative,277920
"Parked Cars and Housefronts on Street, From Automobile, Savannah, Georgia",1935,Negative,277921
"Warehouse Building with Car Rounding Corner, From Automobile, Savannah, Georgia",1935,Negative,277922
"Waterfront Warehouse Buildings, Savannah, Georgia",1935,Negative,277923
"Flat-Roofed Brick Building with Parked Car on Street, From Automobile, Savannah, Georgia",1935,Negative,277924
"Cast-Iron Balconied Town House with Ground Floor Drugstore, From Automobile, Savannah, Georgia",1935,Negative,277925
"View Down Street with Row of Folk Victorian and Italianate Houses, From Automobile, Savannah, Georgia",1935,Negative,277926
"Italianate Town Houses and Corner Grocery Store, From Automobile, Savannah, Georgia",1935,Negative,277927
"Italianate and Second Empire Town Houses Through Trees, From Automobile, Savannah, Georgia",1935,Negative,277928
"Pedestrian in Front of Waterfront Warehouse Buildings, Savannah, Georgia",1935,Negative,277929
"Waterfront Warehouse Buildings, Savannah, Georgia",1935,Negative,277930
"Two Men on Walkway Across from Warehouse Buildings, Savannah, Georgia",1935,Negative,277931
"Chamber of Commerce Building, Savannah, Georgia",1935,Negative,277932
"Chamber of Commerce Building, Savannah, Georgia",1935,Negative,277933
"Waterfront Warehouse Buildings with Footbridges, Savannah, Georgia",1935,Negative,277934
"Cast-Iron Gate, Savannah, Georgia",1935,Negative,277935
"Greek Revival House with Full Facade Porch, Through Trees, Savannah, Georgia",1935,Negative,277936
Gifford Cochran Reading by Lamplight,1935,Negative,277937
Gifford Cochran Reading by Lamplight,1935,Negative,277938
Gifford Cochran Reading by Lamplight,1935,Negative,277939
Gifford Cochran Reading by Lamplight,1935,Negative,277940
Street at Night,1935,Negative,277941
Street Corner at Night,1935,Negative,277942
Bar Interior (Dark View),1935,Negative,277943
"Wood Box in Clearing, From Moving Automobile, Savannah Vicinity, Georgia",1935,Negative,277944
"Brick Slave Cabins, Savannah Vicinity, Georgia",1935,Negative,277945
"Cast-Iron Gate, Savannah, Georgia",1935,Negative,277946
"Brick Slave Cabins, Savannah Vicinity, Georgia",1935,Negative,277947
"Trees and Brush, Savannah Vicinity, Georgia",1935,Negative,277948
"Darkened Interior of Brick Slave Cabin, Savannah Vicinity, Georgia",1935,Negative,277949
"Brick Slave Cabin from Plantation House Porch, Savannah Vicinity, Georgia",1935,Negative,277950
"Tree Branches and Plantation House Corner, Savannah Vicinity, Georgia",1935,Negative,277951
"Brick Slave Cabins, Through Trees and Brush, Savannah Vicinity, Georgia",1935,Negative,277952
"Side View of Plantation House Stairway, Savannah Vicinity, Georgia",1935,Negative,277953
"Wooden Church, From Moving Automobile, Savannah Vicinity, Georgia",1935,Negative,277954
"House with Cast-Iron Porch, Savannah, Georgia",1935,Negative,277955
"Unitarian Meeting House, Savannah, Georgia",1935,Negative,277956
"Row of Italianate Town Houses, Savannah, Georgia",1935,Negative,277957
"Unitarian Meeting House, Savannah, Georgia",1935,Negative,277958
"Unitarian Meeting House, Savannah, Georgia",1935,Negative,277959
"Corner ""Temple"" Porch of Greek Revival House, Savannah, Georgia",1935,Negative,277960
"Greek Revival House with Full Facade Porch, Through Trees, Savannah, Georgia",1935,Negative,277961
Supine Man Through Doorway (Dark View),1935,Negative,277962
"Warehouse Waterfront Buildings and Footbridges, Through Trees, Savannah, Georgia",1935,Negative,277963
"Waterfront Building and Footbridge, Savannah, Georgia",1935,Negative,277964
"View Down Street, Savannah, Georgia",1935,Negative,277965
"Charles H. Green House, From Street, Savannah, Georgia",1935,Negative,277966
"Charles H. Green House, From Street, Savannah, Georgia",1935,Negative,277967
"Italian Revival House, Savannah, Georgia",1935,Negative,277968
"Second Empire House, Savannah, Georgia",1935,Negative,277969
"Waterfront Warehouse Buildings and Footbridges, Savannah, Georgia",1935,Negative,277970
"Waterfront Warehouse Buildings and Footbridges, Savannah, Georgia",1935,Negative,277971
"Waterway and Loading Docks Through Warehouse Buildings, Savannah, Georgia",1935,Negative,277972
"Dance Class, Savannah, Georgia",1935,Negative,277973
"Railroad Platform, From Train, Savannah, Georgia",1935,Negative,277974
"Wooden Buildings, From Train, Savannah, Georgia",1935,Negative,277975
"Covered Section Over Railroad Tracks, From Moving Train, Savannah, Georgia",1935,Negative,277976
"Industrial Tower Over Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,277977
"Rooming Houses by Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,277978
"Wooden House by Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,277979
"Wooden House by Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,277980
"Wooden Building by Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,277981
"Woden Buildings by Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,277982
"Drugstore with Parked Cars in Lot, Savannah, Georgia",1935,Negative,277983
"Dance Class, Savannah, Georgia",1935,Negative,277984
"Elderly Man on Street, Savannah, Georgia",1935,Negative,277985
"Elderly Man on Street, Savannah, Georgia",1935,Negative,277986
"Elderly Man on Street, Savannah, Georgia",1935,Negative,277987
"Italianate Town House with Second Floor Entry Porch, Savannah, Georgia",1935,Negative,277988
"Hotel Employee on Street, Savannah, Georgia",1935,Negative,277989
"Hotel Employee on Street, Savannah, Georgia",1935,Negative,277990
"Hotel Employee on Street, Savannah, Georgia",1935,Negative,277991
"Row of Italianate Houses with Parked Cars on Street, Savannah, Georgia",1935,Negative,277992
"Italianate Town House, Savannah, Georgia",1935,Negative,277993
"Brick Building with Raised Entry Porch, From Across Mall, Savannah, Georgia",1935,Negative,277994
"Railroad Car and Line, From Train, Savannah, Georgia",1935,Negative,277995
"Row of Houses on Street, From Across Mall, Savannah, Georgia",1935,Negative,277996
"Waterfront Buildings and Footbridges, Savannah, Georgia",1935,Negative,277997
"Wooden Houses, From Moving Train, Savannah, Georgia",1935,Negative,277998
"Wooden Houses, From Moving Train, Savannah, Georgia",1935,Negative,277999
"Wooden House, From Moving Train, Savannah, Georgia",1935,Negative,278000
"Wooden Houses, From Moving Train, Savannah, Georgia",1935,Negative,278001
"Wooden House with Children in Yard, From Moving Train, Savannah, Georgia",1935,Negative,278002
"Wooden House with Children in Yard, From Moving Train, Savannah, Georgia",1935,Negative,278003
"Folk Victorian House with Jigsaw Trim Porch, Mobile, Alabama",1935,Negative,278004
"Greek Revival House with Full-Height Entry Porch, From Car, Mobile, Alabama",1935,Negative,278005
"View of Road with Car Hood in Foreground, From Car, Mobile, Alabama",1935,Negative,278006
"Used Car Shop, Mobile, Alabama",1935,Negative,278007
"Filling Station Scene, From Moving Car, Mobile, Alabama",1935,Negative,278008
"Wooden House, From Moving Car, Mobile, Alabama",1935,Negative,278009
"Wooden House by Road, From Moving Car, Mobile, Alabama",1935,Negative,278010
"Farm Buildings, From Moving Car, Mobile, Alabama",1935,Negative,278011
"Bienville Square, Mobile, Alabama",1935,Negative,278012
"Fire Department, Mobile, Alabama",1935,Negative,278013
"Roadside Sign for Fort Deposit Military Base, From Moving Car, Mobile Vicinity, Alabama",1935,Negative,278014
"Greek Revival House with Full-Façade Porch, Mobile, Alabama",1935,Negative,278015
"Roadside Sign for Fort Deposit Military Base, From Moving Car, Mobile Vicinity, Alabama",1935,Negative,278016
"Wooden Church, From Moving Car, Mobile Vicinity, Alabama",1935,Negative,278017
"Wooden Church in Distance, From Moving Car, Mobile Vicinity, Alabama",1935,Negative,278018
"Wooden Church in Distance, From Moving Car, Mobile Vicinity, Alabama",1935,Negative,278019
"Street Scene in Front of Builders Hardware Store, From Car, Mobile Vicinity, Alabama",1935,Negative,278020
"Street Scene in Front of Builders Hardware Store, From Car, Mobile Vicinity, Alabama",1935,Negative,278021
"Cast-Iron Porch Detail, Mobile, Alabama",1935,Negative,278022
"Cast-Iron Porch Detail, Mobile, Alabama",1935,Negative,278023
"Cast-Iron Porch, Mobile, Alabama",1935,Negative,278024
"Cast-Iron Porch, Mobile, Alabama",1935,Negative,278025
"Queen Anne House with Spindlework Porch, Mobile, Alabama",1935,Negative,278026
"Warehouse Building with Parked Trucks on Street, Mobile, Alabama",1935,Negative,278027
"Queen Anne House with Spindlework Porch, Mobile, Alabama",1935,Negative,278028
"Folk Victorian House with Spindlework Porches, Mobile, Alabama",1935,Negative,278029
"Folk Victorian House with Spindlework Porches, Mobile, Alabama",1935,Negative,278030
"Wooden House with Women Seated on Porch, From Car, Mobile, Alabama",1935,Negative,278031
"Queen Anne House with Full-Width Spindlework Porch, From Car, Mobile, Alabama",1935,Negative,278032
"Greek Revival House with Full-Height Entry Porch, From Car, Mobile, Alabama",1935,Negative,278033
"Building Corner and Telephone Pole, From Below, Mobile, Alabama",1935,Negative,278036
"Flower Shop, Mobile, Alabama",1935,Negative,278037
"Flower Shop, Mobile, Alabama",1935,Negative,278038
"Flower Shop, Mobile, Alabama",1935,Negative,278039
"Barton Academy, Mobile, Alabama",1935,Negative,278040
"Barton Academy, Mobile, Alabama",1935,Negative,278041
"House with Cast-Iron Balcony and Porch, Mobile, Alabama",1935,Negative,278042
"Trees in Field, From Moving Car, Between Mobile and New Orleans",1935,Negative,278043
"Trees in Field, From Moving Car, Between Mobile and New Orleans",1935,Negative,278044
"The Choctaw Club, From Automobile, New Orleans, Louisiana",1935,Negative,278045
"The Choctaw Club, From Automobile, New Orleans, Louisiana",1935,Negative,278046
"Cast-Iron Balconied Houses with Parked Cars on Street, Mobile, Alabama",1935,Negative,278047
"Second Municipality Hall, St. Charles Street, New Orleans, Louisiana",1935,Negative,278048
"Second Municipality Hall, St. Charles Street, New Orleans, Louisiana",1935,Negative,278049
"Cast-Iron Balconies on Upper Floors of The Choctaw Club, New Orleans, Louisiana",1935,Negative,278050
"Cast-Iron Balconies on Upper Floors of The Choctaw Club, New Orleans, Louisiana",1935,Negative,278051
"Cast-Iron Balconied Hotel with Passing Cars in Foreground, New Orleans, Louisiana",1935,Negative,278052
"Cast-Iron Grillwork on Hotel Balconies, New Orleans, Louisiana",1935,Negative,278053
"Brick House with Cast-Iron Porch, New Orleans, Louisiana",1935,Negative,278054
"Brick House with Cast-Iron Porch, New Orleans, Louisiana",1935,Negative,278055
"View Down Street, New Orleans, Louisiana",1935,Negative,278056
"Street Corner with Building for Sale, New Orleans, Louisiana",1935,Negative,278057
"Cast-Iron Balconied Houses with Parked Cars on Street, Mobile, Alabama",1935,Negative,278058
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278059
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278060
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278061
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278062
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278063
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278064
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278065
"Wall Tomb Plaque, New Orleans, Louisiana",1935,Negative,278066
"Cast-Iron Balconied Houses with Parked Cars on Street, Mobile, Alabama",1935,Negative,278067
"Cast-Iron Balconied Houses with Parked Car, Mobile, Alabama",1935,Negative,278068
"Cast-Iron Balconied Houses with Parked Cars and Pedestrian on Street Corner, Mobile, Alabama",1935,Negative,278069
"Cast-Iron Balconied Houses with Parked Cars and Pedestrian on Street Corner, Mobile, Alabama",1935,Negative,278070
"Building with Coca-Cola Sign on Cast-Iron Balcony, Mobile, Alabama",1935,Negative,278071
"Building with Coca-Cola Sign on Cast-Iron Balcony, Mobile, Alabama",1935,Negative,278072
"People Seated on Sidewalk in French Quarter, New Orleans, Louisiana",1935,Negative,278103
"Woman Standing in Doorway in French Quarter, New Orleans, Louisiana",1935,Negative,278104
"Two Women Standing in Doorway in French Quarter, New Orleans, Louisiana",1935,Negative,278105
"Walker Evans Working View Camera in St. Michael's Cemetery, Bethlehem, Pennsylvania",1935,Photograph,282788
"Jane Ninas Seated on Balcony, Belle Grove Plantation, White Castle, Louisiana",1935,Photograph,282840
Spiral Bound Notebook with Blue Cover,1935,Diary; Appointment book,283359
Black Leather-Bound Diary for the Year 1935 with Dates Pre-printed on Each Page,1935,Diary; Appointment book,283360
Lined Sheet of Paper,1935,Diary; Appointment book,283372
"Young Man in Cap, Independence Day, Terra Alta, West Virginia",1935,Photograph,283701
"Cobblestone Alley, Savannah, Georgia",1935,Negative,284365
"Isiah Davenport House, 324 East State Street, Savannah, Georgia",1935,Negative,284366
"Brick Town House on Corner, Savannah, Georgia",1935,Negative,284367
"Boy in Front of Tree, Savannah, Georgia",1935,Negative,284368
"Acanthus Scrollwork on Facade of Richard Richardson House, Savannah, Georgia",1935,Negative,284369
"Cast-Iron Railings, Savannah, Georgia",1935,Negative,284370
"Cast-Iron Railings, Savannah, Georgia",1935,Negative,284371
"Blurred View of Waterfront Buildings and Footbridges, from Under Arch, Savannah, Georgia",1935,Negative,284372
"Waterfront Buildings and Footbridges, Savannah, Georgia",1935,Negative,284373
"Wooden Building by Railroad Tracks, From Train, Savannah, Georgia",1935,Negative,284374
"Wall Tomb Plaque with Passing Pedestrian in Foreground, New Orleans, Louisiana",1935,Negative,284375
"Interior Detail, West Virginia Coal Miner's House",1935,Photograph,286109
"Joe's Auto Graveyard, Pennsylvania",1935,Photograph,286253
"Sidewalk and Shopfront, New Orleans",1935,Photograph,290392
New Orleans Boarding House,1935,Photograph,301912
New Orleans Houses,1935,Photograph,301913
Ancestral figure,1935,Photograph,319912
Ancestral figure -profile view,1935,Photograph,319913
Ancestral figure,1935,Photograph,319914
Ancestral figure - profile view,1935,Photograph,319915
Ancestral figure,1935,Photograph,319916
Ancestral figure - profile,1935,Photograph,319917
Ancestral figure - head,1935,Photograph,319918
Ancestral figure - profile view,1935,Photograph,319919
Ancestral figure head,1935,Photograph,319920
Ancestral figure head - profile view,1935,Photograph,319921
Ancestral figure head,1935,Photograph,319922
Mask -profile view,1935,Photograph,319923
"Ancestral figure, profile view",1935,Photograph,319948
"Mask, front view",1935,Photograph,319949
"Thirty-Eight 35mm Film Frames on Uncut Roll: New Orleans, Louisiana and Mobile, Alabama",1935,Negative,719129
"Thirty 35mm Film Frames on Uncut Roll: Mobile, Alabama",1935,Negative,719366
"Thirty-Four 35mm Film Frames on Uncut Roll: Savannah, Georgia",1935,Negative,719367
"Twenty-Eight 35mm Film Frames on Uncut Roll: Savannah, Georgia",1935,Negative,719370
"Seventeen 35mm Film Frames on Uncut Roll: Savannah, Georgia",1935,Negative,719371
"Thirty-Four 35mm Film Frames on Uncut Roll: Savannah, Georgia",1935,Negative,719854
"Nine 35mm Film Frames on Uncut Roll: Savannah, Georgia",1935,Negative,719857
Beatrice Jacoby (?),1935,Negative,273139
Beatrice Jacoby (?),1935,Negative,273140
Beatrice Jacoby (?),1935,Negative,273142
Beatrice Jacoby (?),1935,Negative,273143
Beatrice Jacoby (?),1935,Negative,273144
Beatrice Jacoby (?),1935,Negative,273145
Beatrice Jacoby (?),1935,Negative,273146
Greek Revival House with Balcony in Full-Façade Gable,1935,Negative,276085
Building with Paired Columns and Painted Trim Doorways,1935,Negative,276193
"View of Easton, Pennsylvania",1935,Photograph,260408
"Group of Young Boys and Dark Suited Man on Levee, Vicinity New Orleans, Louisiana",1935,Photograph,266310
"Guitar Player and Group of Men on Levee, Seen from Car Window, Vicinity New Orleans",1935,Photograph,266311
"Deck of River Ferry on Mississippi River, Vicinity New Orleans, Louisiana",1935,Photograph,266312
"Jane Ninas on the Balcony of the Belle Grove Plantation, White Castle, Louisiana",1935,Photograph,266595
"Frank Polito Shoe Repair Shop, Louisiana",1935,Negative,274304
"Frank Polito Shoe Repair Shop and Aug. Reuter Hardware Store, Louisiana",1935,Negative,274305
"Frank Polito Shoe Repair Shop and Aug. Reuter Hardware Store, Louisiana",1935,Negative,274306
"Cast-Iron Fence Detail of Palmette, Possibly New Orleans, Louisiana",1935,Negative,274338
"Cast-Iron Grillwork Detail of Lyres and Palmettes, Possibly New Orleans, Louisiana",1935,Negative,274339
Cast-Iron Grillwork Detail,1935,Negative,274340
"Observation Tower, Gulf Coast, Possibly Mississippi",1935,Negative,274341
"Observation Tower, Gulf Coast, Possibly Mississippi",1935,Negative,274342
"Painted Butcher's Shop Sign on Brick Wall, Possibly Edwards, Mississippi",1935,Negative,275443
"Bottom Half of Photographer's Window Display, Savannah, Georgia",1935,Negative,275502
"Top Half of Photographer's Window Display, Savannah, Georgia",1935,Negative,275504
"Photographer's Window Display, Savannah, Georgia (Negative Cut in Three Pieces)",1935,Negative,275507
"Railroad Tracks Through Town with Parked Cars, Depot, and Pedestrians, Edwards, Mississippi",1935,Negative,275574
"Folk Victorian House with Front-Gabled Roof, Fernandez, Florida",1935,Negative,275659
Painted Shopfront Façade of City Shine Parlor with Bicycle in Front,1935,Negative,275671
"Graveyard with Stone, Marble, and Wood Headstones",1935,Negative,275681
Wooden Shack in Field,1935,Negative,275702
Wooden Church with Open Belltower,1935,Negative,275714
"Teague Hardware Company Building, Selma, Alabama",1935,Negative,275753
"Photographer's Studio Window Display of Client Portraits, Savannah, Georgia?",1935,Negative,275756
"Railroad Tracks Through Town with Parked Cars and Depot on Either Side, Edwards, Mississippi",1935,Negative,275784
"Wooden Church with Adjacent Belltower and Ladder on Façade, Southeastern United States",1935,Negative,275802
"House with Cast Iron Grillwork Near Lee Circle, New Orleans, Louisiana",1935,Negative,275811
Wooden Church with Shingled Steeple,1935,Negative,275892
Dilapidated Plantation House with Broken Windows in Gable,1935,Negative,275908
"Painted and Posted Advertisements on Façade of ""River Front"" Coffee Shop",1935,Negative,275973
View Down Street of Workers' Houses Leading to Factory Building,1935,Negative,276072
Todd's Gun Store with Second Floor Chinese Laundry,1935,Negative,276258
"Three 35mm Film Frames: Kneeling ""Brother Bryan"" Monument, Birmingham, Alabama?",1935,Negative,277331
Four 35mm Film Frames: Freight Car Graffiti,1935,Negative,277334
Five 35mm Film Frames: Aerial View of Alabama,1935,Negative,277365
One 35mm Film Frame: Greek Revival Building (Boyett's Photo Studio) with Figurehead Above Pediment,1935,Negative,277370
Painted and Posted Advertisements on Façade of River Front Coffee Shop,1935,Negative,282309
Forty-one Exposure Records Relating to Photographs Made by Walker Evans for the Resettlement Administration,1935,Manuscript materials,283439
"Manuscript, Typescript, and Carbon Notes, Including Notebook of Exposure Records, Correspondence, and Nine Gelatin Silver Prints Relating to African Art Portfolio Commissioned by the Museum of Modern Art",1935,Manuscript Materials,281840
"Detail of Pediment, Charleston, South Carolina",1936,Photograph,259974
"Detail of ""Frame Houses in Virginia""",1936,Postcard,260656
"Detail of ""Mississippi Town Negro Quarter""",1936,Photograph,260658
"Penny Picture Display, Savannah",1936,Photograph,265556
"Kitchen Corner, Tenant Farmhouse, Hale County, Alabama",1936,Photograph,265903
"Church Interior, Alabama",1936,Photograph,266248
"Billboard, Birmingham, Alabama",1936,Photograph,266309
"A Ferry Landing, Vicksburg, Mississippi",1936,Postcard,266386
Frame Houses in Virginia,1936,Postcard,266387
"Barber Shop, Vicksburg, Mississippi",1936,Photograph,266929
"Detail of ""Negro Barber Shop Interior, Atlanta""",1936,Photograph,267292
"Man and Movie Poster, New Orleans, Louisiana or Vicksburg, Mississippi",1936,Photograph,267331
"Mississippi Town, Negro Quarter",1936,Photograph,267332
"Detail of ""Penny Picture Display, Savannah""",1936,Postcard,271970
"Detail of ""Battlefield Monument, Vicksburg, Mississippi""",1936,Postcard,271972
"Detail of ""Negro Church, South Carolina""",1936,Postcard,271973
"Row of Frame Houses, Virginia",1936,Negative,275439
"Allie Mae Burroughs, Hale County, Alabama",1936,Negative,275447
"Parked Cars and Pedestrians on Main Street, Greensboro, Alabama",1936,Negative,275463
"Converted Italianate Revival House Behind Fence, Wrecking Company Near Tuscaloosa, Alabama",1936,Negative,275484
"Star Pressing Club Laundry with Hanging Clothes in Doorway, Vicksburg, Mississippi",1936,Negative,275486
Shoeshine Sign and Display on Wall,1936,Negative,275489
"Shopfront Façades of L. Miles Barber Shop and Star Pressing Club Laundry, Vicksburg, Mississippi",1936,Negative,275512
"Bud Fields's House Porch with Picked Cotton, Hale County, Alabama",1936,Negative,275516
"Hog and Cotton Bale, Hale County, Alabama",1936,Negative,275517
"Side View of Bud Fields's House, Hale County, Alabama",1936,Negative,275518
"Advertisements and Straw Hats on Wall Around Entrance to Frank Tengle's Bedroom, Hale County, Alabama",1936,Negative,275519
Two Wooden Houses,1936,Negative,275524
"Boarding House Porch and Second Floor Windows, Birmingham, Alabama",1936,Negative,275525
Wooden Building (Side View),1936,Negative,275530
"Cabin with Corrugated Tin Roof and Weeds Around Doorway, Hale County, Alabama",1936,Negative,275532
Wooden Church with Adjacent Belltower and Ladder,1936,Negative,275535
"Street Scene with Pedestrians in Front of Barber Shop, Vicksburg, Mississippi",1936,Negative,275540
"""Company"" Houses for Steel Mill Workers, Seen From Across Railroad Tracks, Birmingham, Alabama",1936,Negative,275551
Side View of Two Wooden Houses,1936,Negative,275552
Man Posing for Picture in Front of Wooden House,1936,Negative,275556
"Thigpens Groceries and Hardware Store, Marion, Alabama",1936,Negative,275558
"Hand-painted Sign ""Dry Cleaning"" with Man's Jacket and Trees in Cartouche, Near Baton Rouge, Louisiana",1936,Negative,275570
"Child's Grave with Bottles and Jars on Plot, Hale County, Alabama",1936,Negative,275572
"Peter Sekaer Wrapped in Dark Cloth Lying on Ground Next to Battlefield Monument, Vicksburg, Mississippi",1936,Negative,275577
"Peter Sekaer Wrapped in Dark Cloth Lying on Ground Next to Battlefield Monument, Vicksburg, Mississippi",1936,Negative,275583
"Child's Grave with Bottles and Jars on Plot, Hale County, Alabama",1936,Negative,275586
"Child's Grave with Bottles and Jars on Plot, Hale County, Alabama",1936,Negative,275587
"Cotton Bale in Field, Hale County, Alabama",1936,Negative,275596
Gravestone and Plot,1936,Negative,275600
"View of Main Street with Alabama Power Company Sign, Greensboro, Alabama",1936,Negative,275603
"Thigpens Groceries and Hardware Store, Marion, Alabama",1936,Negative,275625
"Dilapidated Roadside General Store, Advance, Alabama",1936,Negative,275634
"Roadside Store with Advertisements on Façade, Between Tuscaloosa and Greensboro, Alabama",1936,Negative,275635
"Converted Italianate Revival House with Wrecking Company Signs on Tower, Near Tuscaloosa, Alabama",1936,Negative,275636
"Converted Italianate Revival House with Wrecking Company Signs on Tower, Near Tuscaloosa, Alabama",1936,Negative,275638
"Converted Italianate Revival House with Wrecking Company Signs on Tower, Near Tuscaloosa, Alabama",1936,Negative,275639
"Converted Italianate Revival House with Wrecking Company Signs on Tower Behind Wooden Fence, Near Tuscaloosa, Alabama",1936,Negative,275640
"Dilapidated Roadside General Store, Advance, Alabama",1936,Negative,275641
"Converted Italianate Revival House with Wrecking Company Signs on Tower and Workers and Parked Cars, Near Tuscaloosa, Alabama",1936,Negative,275642
"Roadside Fish and Produce Stand, Near Birmingham, Alabama",1936,Negative,275643
"Main Street Façades of McCollum Grocery Company and Loftis Cafe with Man in Doorway, Greensboro, Alabama",1936,Negative,275644
"Interior of General Store with Stacks of Yeast Sacks, Moundville, Alabama",1936,Negative,275669
"Parked Cars and Pedestrians on Main Street, From Elevated Position, Greensboro, Alabama",1936,Negative,275673
"Corrugated Tin Façade of Contractor's Office, Moundville, Alabama",1936,Negative,275675
Wooden Church (or Schoolhouse?),1936,Negative,275678
"Church Interior with Pump Organ, Alabama",1936,Negative,275680
"Mt. Gilead Schoolhouse and Church, Alabama",1936,Negative,275683
"Table, Fireplace, and Pictures on Wall of Floyd Burroughs's Bedroom, Hale County, Alabama",1936,Negative,275684
"Wooden Schoolhouse with Separate Belltower, Alabama",1936,Negative,275686
"Wooden Church, Alabama",1936,Negative,275687
"Man in Suit Jacket and Seersucker Pants, Moundville, Alabama",1936,Negative,275688
"Double-Steepled Wooden Church with Sapling Planted in Front, Alabama",1936,Negative,275700
"Wooden Schoolhouse with Separate Belltower, Alabama",1936,Negative,275704
"Clean Hill Wooden Schoolhouse, Alabama",1936,Negative,275710
"Roadside Fish and Produce Stand with Young Men in Doorway, Near Birmingham, Alabama",1936,Negative,275712
Brick Church,1936,Negative,275716
"Clean Hill Wooden Schoolhouse, Alabama",1936,Negative,275717
"View of Main Street with Parked Cars, Pedestrians, and Alabama Power Company Sign, Greensboro, Alabama",1936,Negative,275718
Brick Church,1936,Negative,275719
"Roadside Store with Advertisements on Facade, Between Tuscaloosa and Greensboro, Alabama",1936,Negative,275720
"Clean Hill Wooden Schoolhouse, Alabama",1936,Negative,275723
"Corrugated Tin Façade of Contractor's Office, Moundville, Alabama",1936,Negative,275726
"Italianate Revival Building with Wrecking Company Signs on Tower, Alabama",1936,Negative,275727
City Shine Parlor Façade Detail,1936,Negative,275731
"Abandoned Storefronts, Advance, Alabama",1936,Negative,275732
Wooden Church,1936,Negative,275733
Wooden Church with Adjacent Belltower and Ladder on Façade,1936,Negative,275734
Wooden Church,1936,Negative,275735
"Roadside Store with Advertisements on Façade, Between Tuscaloosa and Greensboro, Alabama",1936,Negative,275737
"Wooden Church or Schoolhouse, Alabama",1936,Negative,275739
"Wooden Church with Shingled Steeple, Hale County, Alabama?",1936,Negative,275740
"Corrugated Tin Façade of Contractor's Office, Moundville, Alabama",1936,Negative,275741
"Boarding House with Two Men Seated on Porch, Birmingham, Alabama",1936,Negative,275748
"Oblique View of Row of Frame Houses, Virginia",1936,Negative,275750
"Hand-Painted Sign ""Dry Cleaning"" with Man's Jacket and Trees in Cartouche, Near Baton Rouge, Louisiana",1936,Negative,275780
"Floyd Burroughs (Left Profile), Hale County, Alabama",1936,Negative,275781
"Street Scene with Parked Cars, Mule-Drawn Wagon, and Bucket Seat Model T Ford in Foreground, Marion, Alabama",1936,Negative,275787
"Child's Grave with Plate on Plot, Hale County, Alabama",1936,Negative,275797
"Fireplace in Floyd Burrroughs's Bedroom with Bedpost in Foreground, Hale County, Alabama",1936,Negative,275839
"Washstand with View Into Dining Area of Burroughs Home, Hale County, Alabama",1936,Negative,275840
"The Burroughs Family, Hale County, Alabama",1936,Negative,275842
"Floyd Burroughs, Hale County, Alabama",1936,Negative,275843
"Advertisements and Straw Hats on Wall around Entrance to Frank Tengle's Bedroom, Hale County, Alabama",1936,Negative,275844
"Fireplace with Pictures Above Mantle in Frank Tengle's Home, Hale County, Alabama",1936,Negative,275845
"Bud Fields Seated in Cotton Field, Hale County, Alabama",1936,Negative,275858
"Bud Fields Standing in Cotton Field, Hale County, Alabama",1936,Negative,275860
"Bud Fields Seated in Cotton Field, Hale County, Alabama",1936,Negative,275861
"Washstand with Pail, Bowl, and Mirror in Dog Run of Burroughs Home, Hale County, Alabama",1936,Negative,275862
"Wooden Chicken Coop on Floyd Burroughs' Farm, Hale County, Alabama",1936,Negative,275863
"Fireplace with Arrangement of Objects on Mantle in Floyd Burroughs' Home, Hale County, Alabama",1936,Negative,275864
"Bud Fields, Hale County, Alabama",1936,Negative,275866
"Mayor's Office Building in Lot, Moundville, Alabama",1936,Negative,275869
"Bud Fields, Hale County, Alabama",1936,Negative,275871
"Roadside Furniture Store Sign Near Birmingham, Alabama",1936,Negative,275873
