Acquired,Department,Created
63.350.224.388.27,Drawings and Prints,1890
63.350.224.388.28,Drawings and Prints,1890
63.350.224.388.29,Drawings and Prints,1890
63.350.224.388.30,Drawings and Prints,1890
63.350.224.388.31,Drawings and Prints,1890
63.350.224.388.32,Drawings and Prints,1890
63.350.224.388.33,Drawings and Prints,1890
63.350.224.388.34,Drawings and Prints,1890
63.350.224.388.35,Drawings and Prints,1890
63.350.224.388.36,Drawings and Prints,1890
63.350.224.388.37,Drawings and Prints,1890
63.350.224.388.38,Drawings and Prints,1890
63.350.224.388.39,Drawings and Prints,1890
63.350.224.388.40,Drawings and Prints,1890
SL.10.2016.19.1,European Paintings,1627
63.350.224.388.41,Drawings and Prints,1890
63.350.224.388.42,Drawings and Prints,1890
63.350.224.388.43,Drawings and Prints,1890
63.350.224.388.44,Drawings and Prints,1890
63.350.224.388.45,Drawings and Prints,1890
63.350.224.388.46,Drawings and Prints,1890
63.350.224.388.47,Drawings and Prints,1890
63.350.224.388.48,Drawings and Prints,1890
63.350.224.388.49,Drawings and Prints,1890
63.350.224.388.50,Drawings and Prints,1890
63.350.224.388.51,Drawings and Prints,1890
63.350.224.388.52,Drawings and Prints,1890
63.350.224.388.53,Drawings and Prints,1890
46.17,Drawings and Prints,1495
SL.10.2016.29.1,European Paintings,1627
"Burdick 327, R406-4.121",Drawings and Prints,1950
"Burdick 327, R406-4.122",Drawings and Prints,1950
"Burdick 327, R406-4.123",Drawings and Prints,1950
"Burdick 327, R406-4.124",Drawings and Prints,1950
"Burdick 327, R406-4.125",Drawings and Prints,1950
"Burdick 327, R406-4.126",Drawings and Prints,1950
"Burdick 327, R406-4.127",Drawings and Prints,1950
"Burdick 327, R406-4.128",Drawings and Prints,1950
"Burdick 327, R406-4.129",Drawings and Prints,1950
"Burdick 327, R406-4.130",Drawings and Prints,1950
"Burdick 327, R406-4.131",Drawings and Prints,1950
"Burdick 327, R406-4.132",Drawings and Prints,1950
63.350.224.369.131,Drawings and Prints,1887
63.350.224.369.132,Drawings and Prints,1887
63.350.224.369.133,Drawings and Prints,1887
63.350.224.369.134,Drawings and Prints,1887
63.350.224.369.135,Drawings and Prints,1887
63.350.224.369.136,Drawings and Prints,1887
63.350.224.369.137,Drawings and Prints,1887
63.350.224.369.138,Drawings and Prints,1887
63.350.224.369.139,Drawings and Prints,1887
63.350.224.369.140,Drawings and Prints,1887
63.350.224.369.141,Drawings and Prints,1887
63.350.224.369.142,Drawings and Prints,1887
63.350.224.369.143,Drawings and Prints,1887
63.350.224.369.144,Drawings and Prints,1887
63.350.224.369.145,Drawings and Prints,1887
SL.10.2016.20.1,European Paintings,1621
SL.10.2016.20.2,European Paintings,1624
17.3.566,Drawings and Prints,1495
1983.1174,Drawings and Prints,1983
"Burdick 327, R406-4.133",Drawings and Prints,1950
"Burdick 327, R406-4.134",Drawings and Prints,1950
"Burdick 327, R406-4.135",Drawings and Prints,1950
"Burdick 327, R406-4.136",Drawings and Prints,1950
SL.10.2016.32.1,European Paintings,1624
SL.10.2016.32.2,European Paintings,1624
63.350.224.369.146,Drawings and Prints,1887
63.350.224.369.147,Drawings and Prints,1887
63.350.224.369.149,Drawings and Prints,1887
63.350.224.369.150,Drawings and Prints,1887
63.350.224.369.151,Drawings and Prints,1887
52.519.87(99),Drawings and Prints,1761
SL.10.2016.20.3,European Paintings,1620
63.350.224.369.152,Drawings and Prints,1887
63.350.224.369.153,Drawings and Prints,1887
63.350.224.369.154,Drawings and Prints,1887
63.350.224.369.155,Drawings and Prints,1887
63.350.224.369.156,Drawings and Prints,1887
SL.10.2016.20.4,European Paintings,1624
52.519.87(100),Drawings and Prints,1761
63.350.224.369.157,Drawings and Prints,1887
SL.10.2016.26.1,European Paintings,1625
52.519.87(101),Drawings and Prints,1761
SL.10.2016.24.2,European Paintings,1625
SL.10.2016.16.1,European Paintings,1613
52.519.87(102),Drawings and Prints,1761
SL.6.2017.35.1,Drawings and Prints,1513
SL.10.2016.24.3,European Paintings,1627
63.350.224.369.148,Drawings and Prints,1887
SL.10.2016.33.1,European Paintings,1625
63.350.224.369.158,Drawings and Prints,1887
63.350.224.369.159,Drawings and Prints,1887
63.350.224.369.160,Drawings and Prints,1887
63.350.224.369.161,Drawings and Prints,1887
63.350.224.369.162,Drawings and Prints,1887
63.350.224.369.163,Drawings and Prints,1887
63.350.224.369.164,Drawings and Prints,1887
63.350.224.369.165,Drawings and Prints,1887
SL.10.2016.20.5,European Paintings,1626
52.519.87(103),Drawings and Prints,1761
SL.10.2016.17.1,European Paintings,1629
SL.10.2016.34.1,European Paintings,1631
1983.1210.4,Drawings and Prints,1974
63.350.224.385.1,Drawings and Prints,1889
2015.3,Asian Art,1676
SL.10.2016.23.1,European Paintings,1628
SL.10.2016.28.1,European Paintings,1626
SL.10.2016.20.6,European Paintings,1628
"Burdick 327, R406-4.137",Drawings and Prints,1950
SL.10.2016.18.1,European Paintings,1620
45.13.16(1),Drawings and Prints,1600
45.13.16(2),Drawings and Prints,1600
45.13.16(3),Drawings and Prints,1600
"Burdick 327, R406-4.138",Drawings and Prints,1950
"Burdick 327, R406-4.139",Drawings and Prints,1950
"Burdick 327, R406-4.140",Drawings and Prints,1950
"Burdick 327, R406-4.141",Drawings and Prints,1950
"Burdick 327, R406-4.142",Drawings and Prints,1950
"Burdick 327, R406-4.143",Drawings and Prints,1950
"Burdick 327, R406-4.144",Drawings and Prints,1950
"Burdick 327, R406-4.145",Drawings and Prints,1950
"Burdick 327, R406-4.146",Drawings and Prints,1950
"Burdick 327, R406-4.147",Drawings and Prints,1950
"Burdick 327, R406-4.148",Drawings and Prints,1950
"Burdick 327, R406-4.149",Drawings and Prints,1950
"Burdick 327, R406-4.150",Drawings and Prints,1950
45.13.16(4),Drawings and Prints,1600
45.13.16(5),Drawings and Prints,1600
45.13.16(6),Drawings and Prints,1600
63.350.224.385.2,Drawings and Prints,1889
63.350.224.385.3,Drawings and Prints,1889
63.350.224.385.4,Drawings and Prints,1889
63.350.224.385.5,Drawings and Prints,1889
63.350.224.385.6,Drawings and Prints,1889
63.350.224.385.7,Drawings and Prints,1889
63.350.224.385.8,Drawings and Prints,1889
63.350.224.385.9,Drawings and Prints,1889
63.350.224.385.10,Drawings and Prints,1889
45.13.16(7),Drawings and Prints,1600
45.13.16(8),Drawings and Prints,1600
45.13.16(9),Drawings and Prints,1600
45.13.16(10),Drawings and Prints,1600
63.350.224.385.11,Drawings and Prints,1889
63.350.224.385.12,Drawings and Prints,1889
63.350.224.385.13,Drawings and Prints,1889
63.350.224.385.14,Drawings and Prints,1889
63.350.224.385.15,Drawings and Prints,1889
63.350.224.385.16,Drawings and Prints,1889
63.350.224.385.17,Drawings and Prints,1889
63.350.224.385.18,Drawings and Prints,1889
63.350.224.385.19,Drawings and Prints,1889
63.350.224.385.20,Drawings and Prints,1889
63.350.224.385.21,Drawings and Prints,1889
63.350.224.385.22,Drawings and Prints,1889
63.350.224.385.23,Drawings and Prints,1889
63.350.224.385.24,Drawings and Prints,1889
63.350.224.385.25,Drawings and Prints,1889
63.350.224.385.26,Drawings and Prints,1889
63.350.224.385.27,Drawings and Prints,1889
63.350.224.385.28,Drawings and Prints,1889
63.350.224.385.29,Drawings and Prints,1889
63.350.224.385.30,Drawings and Prints,1889
63.350.224.385.31,Drawings and Prints,1889
63.350.224.385.32,Drawings and Prints,1889
63.350.224.385.33,Drawings and Prints,1889
63.350.224.385.34,Drawings and Prints,1889
63.350.224.385.35,Drawings and Prints,1889
63.350.224.385.36,Drawings and Prints,1889
63.350.224.385.37,Drawings and Prints,1889
63.350.224.385.38,Drawings and Prints,1889
63.350.224.385.39,Drawings and Prints,1889
63.350.224.385.40,Drawings and Prints,1889
63.350.224.385.41,Drawings and Prints,1889
63.350.224.385.42,Drawings and Prints,1889
63.350.224.385.43,Drawings and Prints,1889
63.350.224.385.44,Drawings and Prints,1889
63.350.224.385.45,Drawings and Prints,1889
63.350.224.385.46,Drawings and Prints,1889
63.350.224.385.47,Drawings and Prints,1889
63.350.224.385.48,Drawings and Prints,1889
63.350.224.385.49,Drawings and Prints,1889
63.350.224.385.50,Drawings and Prints,1889
63.350.224.385.51,Drawings and Prints,1889
SL.10.2016.1.1,European Paintings,1628
SL.10.2016.1.2,European Paintings,1628
63.350.224.385.52,Drawings and Prints,1889
63.350.224.385.53,Drawings and Prints,1889
63.350.224.385.54,Drawings and Prints,1889
63.350.224.385.55,Drawings and Prints,1889
63.350.224.385.56,Drawings and Prints,1889
63.350.224.385.57,Drawings and Prints,1889
63.350.224.385.58,Drawings and Prints,1889
63.350.224.385.59,Drawings and Prints,1889
63.350.224.385.60,Drawings and Prints,1889
63.350.224.385.61,Drawings and Prints,1889
63.350.224.385.62,Drawings and Prints,1889
63.350.224.385.63,Drawings and Prints,1889
63.350.224.385.64,Drawings and Prints,1889
63.350.224.385.65,Drawings and Prints,1889
63.350.224.385.66,Drawings and Prints,1889
63.350.224.385.67,Drawings and Prints,1889
